DATE,HOUR,RENEWABLES,NUCLEAR,THERMAL,IMPORTS,HYDRO
10/12/20,1,2137,1125,8630,8012,1293
10/12/20,2,2012,1125,8476,7645,1174
10/12/20,3,1976,1126,8401,7721,911
10/12/20,4,1921,1127,8090,7898,892
10/12/20,5,1857,1127,8005,7862,1153
10/12/20,6,1830,1126,8681,8128,1212
10/12/20,7,1853,1126,9753,8420,1493
10/12/20,8,3196,1127,9765,7948,1581
10/12/20,9,8021,1127,8181,5565,1294
10/12/20,10,10997,1127,7340,3723,1321
10/12/20,11,11563,1126,7496,3515,1164
10/12/20,12,11850,1126,8141,3228,1224
10/12/20,13,11742,1126,8528,4196,1390
10/12/20,14,11678,1125,9929,4686,1489
10/12/20,15,11383,1125,12122,4725,1706
10/12/20,16,11068,1125,14143,4698,1848
10/12/20,17,9167,1125,15630,5954,2192
10/12/20,18,4818,1124,17750,8249,2585
10/12/20,19,2451,1125,19031,8611,2718
10/12/20,20,2783,1125,17529,8834,2772
10/12/20,21,2796,1125,15942,8748,2489
10/12/20,22,2597,1126,14571,8641,2254
10/12/20,23,2393,1126,13185,8323,1848
10/12/20,24,2068,1126,12141,7879,1505
10/11/20,1,5569,1124,7047,7044,1238
10/11/20,2,5499,1125,5818,7484,1192
10/11/20,3,5234,1124,5644,7459,1013
10/11/20,4,5042,1122,5654,7400,851
10/11/20,5,4717,1123,5609,7464,969
10/11/20,6,4751,1126,5846,7370,937
10/11/20,7,4584,1126,6505,7242,954
10/11/20,8,6005,1126,6291,6220,836
10/11/20,9,10214,1126,4814,3783,601
10/11/20,10,12123,1126,4747,1970,521
10/11/20,11,13181,1126,4581,894,531
10/11/20,12,13075,1125,4711,913,486
10/11/20,13,12766,1124,4866,1502,489
10/11/20,14,12393,1124,5657,1930,442
10/11/20,15,11956,1123,6782,2541,436
10/11/20,16,11559,1124,7974,3038,599
10/11/20,17,9835,1125,9177,4299,1107
10/11/20,18,5298,1124,11844,6967,1760
10/11/20,19,2818,1124,13125,8280,2324
10/11/20,20,2891,1124,13175,8315,2237
10/11/20,21,2950,1125,12707,8100,1869
10/11/20,22,2597,1125,12281,7865,1673
10/11/20,23,2306,1125,10873,8115,1475
10/11/20,24,2165,1125,9731,8012,1254
10/10/20,1,4500,1122,8053,7796,1156
10/10/20,2,4404,1122,7749,7511,909
10/10/20,3,4536,1122,7025,7307,1016
10/10/20,4,4727,1121,6744,7108,892
10/10/20,5,4675,1119,6553,7242,983
10/10/20,6,4581,1121,6767,7382,1076
10/10/20,7,4569,1122,6931,7872,1241
10/10/20,8,5305,1123,7349,7283,1098
10/10/20,9,8621,1123,6220,5925,755
10/10/20,10,11431,1123,5396,4418,607
10/10/20,11,12125,1123,5027,4025,572
10/10/20,12,13067,1123,4972,2942,588
10/10/20,13,12988,1123,4909,3180,553
10/10/20,14,12929,1122,5173,3360,606
10/10/20,15,13143,1122,5487,3634,586
10/10/20,16,12638,1120,6408,4065,722
10/10/20,17,11207,1120,8258,4559,762
10/10/20,18,7405,1123,9853,6394,1764
10/10/20,19,5545,1123,10769,7553,2238
10/10/20,20,5204,1124,10661,8154,2203
10/10/20,21,4971,1124,10331,8341,1731
10/10/20,22,4999,1125,9762,7940,1659
10/10/20,23,5219,1125,8877,7413,1543
10/10/20,24,5606,1123,7388,7259,1441
10/09/20,1,5861,1123,7935,6822,1223
10/09/20,2,5686,1123,7414,6828,992
10/09/20,3,5574,1123,6782,6867,1028
10/09/20,4,5267,1123,6913,6814,963
10/09/20,5,5198,1123,7222,6757,989
10/09/20,6,5224,1123,7568,6950,1247
10/09/20,7,5057,1124,8194,7676,1652
10/09/20,8,5766,1125,8900,7276,1724
10/09/20,9,8854,1125,8800,5273,1265
10/09/20,10,10923,1125,8587,3613,1093
10/09/20,11,11393,1125,8590,2823,1036
10/09/20,12,11424,1125,8578,2494,966
10/09/20,13,11419,1124,8246,2521,1015
10/09/20,14,12058,1124,8033,2677,962
10/09/20,15,13311,1124,7859,2437,940
10/09/20,16,13445,1123,8821,2234,1009
10/09/20,17,11576,1122,9214,4021,1419
10/09/20,18,7501,1122,9993,6888,2255
10/09/20,19,5212,1122,10901,8514,2627
10/09/20,20,4966,1123,11172,8827,2412
10/09/20,21,4917,1123,10818,8286,2354
10/09/20,22,5071,1123,10185,8325,1740
10/09/20,23,4931,1123,9730,7780,1612
10/09/20,24,4880,1122,9073,7482,1205
10/08/20,1,3899,1126,8062,9182,1222
10/08/20,2,4107,1124,7787,8877,865
10/08/20,3,3937,1122,7656,8375,878
10/08/20,4,3811,1122,7218,8553,938
10/08/20,5,3706,1123,7288,8683,1040
10/08/20,6,3949,1123,6934,9146,1290
10/08/20,7,3891,1123,7367,9765,1919
10/08/20,8,4418,1123,8093,9763,1842
10/08/20,9,7753,1123,8322,8017,1068
10/08/20,10,10050,1124,8201,6055,1007
10/08/20,11,11182,1123,7779,5292,910
10/08/20,12,11686,1122,7374,4613,1033
10/08/20,13,12045,1123,7285,4521,904
10/08/20,14,12656,1122,7255,4499,886
10/08/20,15,13254,1121,7574,4277,989
10/08/20,16,13317,1121,7892,4757,1055
10/08/20,17,11492,1120,8195,5931,1829
10/08/20,18,7962,1119,9494,7779,2738
10/08/20,19,5877,1120,10691,8778,3025
10/08/20,20,6000,1121,10471,9152,2972
10/08/20,21,6100,1121,9863,9018,2495
10/08/20,22,6161,1122,9174,8712,2109
10/08/20,23,5962,1124,7530,9230,1679
10/08/20,24,5848,1124,6810,8788,1291
10/07/20,1,2766,1126,10101,8791,1120
10/07/20,2,2743,1125,9271,8454,1109
10/07/20,3,2688,1126,9163,7815,1083
10/07/20,4,2702,1126,8723,7770,1086
10/07/20,5,2692,1124,8854,7659,1157
10/07/20,6,2538,1123,9109,8354,1303
10/07/20,7,2380,1124,9484,9205,1736
10/07/20,8,3695,1125,10289,7963,1787
10/07/20,9,7649,1126,9111,6198,1250
10/07/20,10,9831,1127,8435,4780,1179
10/07/20,11,10695,1128,8084,4343,1192
10/07/20,12,11252,1127,8235,3974,1305
10/07/20,13,11891,1126,9001,3626,1220
10/07/20,14,11885,1125,10034,4004,1222
10/07/20,15,12168,1125,10900,4234,1441
10/07/20,16,11634,1125,12385,4496,1626
10/07/20,17,9977,1125,13129,5646,2309
10/07/20,18,6123,1127,15239,6965,3137
10/07/20,19,3869,1127,16079,7629,3391
10/07/20,20,4118,1126,15053,7986,3180
10/07/20,21,3799,1126,13840,8615,2838
10/07/20,22,3721,1126,12826,9005,2010
10/07/20,23,3674,1127,11359,8952,1548
10/07/20,24,3749,1126,9929,8750,1199
10/06/20,1,2201,1122,11006,8814,873
10/06/20,2,2131,1124,9957,8673,871
10/06/20,3,2108,1125,9519,8291,809
10/06/20,4,1971,1120,9296,8129,791
10/06/20,5,1851,1120,9274,8329,835
10/06/20,6,1799,1123,9613,8705,985
10/06/20,7,1856,1123,10393,9262,1171
10/06/20,8,3016,1122,10881,8594,1104
10/06/20,9,6535,1121,10002,6767,871
10/06/20,10,7414,1121,9970,6132,1006
10/06/20,11,8982,1121,9829,5248,841
10/06/20,12,9226,1120,10701,5007,895
10/06/20,13,9103,1120,11745,5370,832
10/06/20,14,9634,1121,13248,5096,958
10/06/20,15,9414,1122,14750,5348,1245
10/06/20,16,8262,1121,16641,5528,1856
10/06/20,17,6812,1120,17780,5977,2409
10/06/20,18,3736,1119,19268,7307,2827
10/06/20,19,2023,1123,19384,8087,3186
10/06/20,20,2184,1124,18463,8450,3126
10/06/20,21,2650,1126,16810,8636,2496
10/06/20,22,2717,1127,15348,8903,1801
10/06/20,23,2897,1127,13947,8388,1268
10/06/20,24,2814,1127,11842,8694,994
10/05/20,1,2462,1100,9863,9120,809
10/05/20,2,2418,1101,9369,8860,546
10/05/20,3,2200,1099,9172,8830,381
10/05/20,4,2040,1099,8962,8801,393
10/05/20,5,1944,1101,9215,8715,415
10/05/20,6,1890,1110,9708,8588,869
10/05/20,7,1879,1111,10945,8514,1403
10/05/20,8,2846,1112,11629,8013,1201
10/05/20,9,6213,1113,10751,6550,858
10/05/20,10,8888,1113,9732,5327,788
10/05/20,11,9972,1113,9682,4897,708
10/05/20,12,10228,1113,10515,5023,725
10/05/20,13,9883,1111,12323,5458,776
10/05/20,14,10238,1114,14037,5466,854
10/05/20,15,10533,1118,15574,5496,1112
10/05/20,16,9681,1118,17664,5756,1435
10/05/20,17,8047,1118,19085,6331,2206
10/05/20,18,4727,1118,20410,7747,2956
10/05/20,19,2516,1119,20600,8463,3116
10/05/20,20,2513,1119,19127,8954,3149
10/05/20,21,2518,1120,17367,9070,2577
10/05/20,22,2346,1121,16443,9041,1469
10/05/20,23,2232,1122,15027,8304,1222
10/05/20,24,2210,1121,12983,8359,949
10/04/20,1,2830,1111,9948,9507,1128
10/04/20,2,2542,1103,9128,9431,972
10/04/20,3,2368,1102,8473,9261,966
10/04/20,4,2225,1100,8350,8949,831
10/04/20,5,2091,1100,8242,8830,795
10/04/20,6,1826,1101,8291,8991,795
10/04/20,7,1717,1100,8193,9248,988
10/04/20,8,3119,1100,8039,8555,544
10/04/20,9,7165,1102,6703,6330,309
10/04/20,10,8993,1103,5920,5678,280
10/04/20,11,10211,1102,5826,5329,288
10/04/20,12,11030,1102,6652,5029,320
10/04/20,13,11212,1101,7405,6126,335
10/04/20,14,11358,1102,8696,7212,372
10/04/20,15,11198,1103,10034,7755,954
10/04/20,16,10549,1102,12219,8405,1321
10/04/20,17,8873,1103,14695,8714,1524
10/04/20,18,4773,1103,17828,9450,2300
10/04/20,19,2965,1104,18713,9803,2214
10/04/20,20,3192,1104,16652,10533,2294
10/04/20,21,3304,1103,15256,10281,1914
10/04/20,22,3193,1100,14064,9973,1444
10/04/20,23,3004,1099,12525,9632,1034
10/04/20,24,2811,1100,10727,9274,990
10/03/20,1,3619,2096,10256,8854,1082
10/03/20,2,3467,2095,8837,9174,874
10/03/20,3,3124,2095,8060,9250,814
10/03/20,4,2575,2093,8039,9144,720
10/03/20,5,2313,2088,7947,9160,684
10/03/20,6,2179,2087,7992,9230,812
10/03/20,7,1833,2089,8103,9709,1056
10/03/20,8,3214,2090,8287,8943,640
10/03/20,9,7270,2092,8208,6526,95
10/03/20,10,9849,2094,7715,5202,25
10/03/20,11,11029,2094,7822,4866,21
10/03/20,12,11448,2108,8429,5087,39
10/03/20,13,11665,2093,9190,5548,392
10/03/20,14,11656,1933,11070,5627,697
10/03/20,15,11367,1766,13224,6207,862
10/03/20,16,10622,1585,15260,6896,1292
10/03/20,17,9022,1458,16001,8559,1961
10/03/20,18,4902,1332,18431,9713,2923
10/03/20,19,2278,1257,19330,10251,3028
10/03/20,20,2379,1211,17873,10406,2925
10/03/20,21,2469,1184,16573,10376,2032
10/03/20,22,2663,1127,15782,9537,1411
10/03/20,23,2682,1126,14286,9185,1102
10/03/20,24,2849,1125,11547,9709,1030
10/02/20,1,2449,2106,11423,9587,1097
10/02/20,2,2672,2103,9970,9485,785
10/02/20,3,2664,2101,9552,8820,754
10/02/20,4,2500,2101,9206,8661,738
10/02/20,5,2391,2101,9391,8537,747
10/02/20,6,2239,2101,9569,9250,829
10/02/20,7,2114,2099,10127,10126,961
10/02/20,8,3735,2098,10220,9830,629
10/02/20,9,8094,2100,9528,7673,254
10/02/20,10,10531,2103,9581,6578,3
10/02/20,11,11325,2099,9893,6561,70
10/02/20,12,11688,2096,10497,6993,368
10/02/20,13,11677,2096,12095,7061,672
10/02/20,14,11727,2096,13895,7172,1155
10/02/20,15,11505,2095,16215,7624,1665
10/02/20,16,10705,2095,17462,8434,2073
10/02/20,17,9395,2095,18414,8924,2576
10/02/20,18,5808,2095,19441,10516,3228
10/02/20,19,2992,2096,20340,10732,3242
10/02/20,20,2935,2099,18595,11086,3028
10/02/20,21,2958,2100,16795,10717,2744
10/02/20,22,3030,2099,16109,9744,2004
10/02/20,23,3235,2097,14270,9138,1553
10/02/20,24,3550,2096,11570,9532,1070
10/01/20,1,2834,2117,11692,9122,1101
10/01/20,2,2871,2113,10411,9060,783
10/01/20,3,2664,2110,9453,8965,898
10/01/20,4,2402,2109,9079,9066,765
10/01/20,5,2016,2108,9340,9176,749
10/01/20,6,1842,2107,10089,9293,847
10/01/20,7,1871,2106,10260,10211,1240
10/01/20,8,3526,2106,10713,9249,1163
10/01/20,9,7790,2105,10105,6941,862
10/01/20,10,10328,2106,10243,5726,615
10/01/20,11,11458,2104,10865,5609,568
10/01/20,12,11982,2102,12176,5580,732
10/01/20,13,11990,2102,14022,6332,842
10/01/20,14,11858,2101,16285,6572,1428
10/01/20,15,11541,2099,18448,6791,1847
10/01/20,16,10998,2099,19783,7006,2511
10/01/20,17,9482,2102,20747,7831,2986
10/01/20,18,5501,2102,22693,9267,3172
10/01/20,19,2275,2103,23227,10146,3284
10/01/20,20,2293,2104,21656,10255,3206
10/01/20,21,2415,2104,19319,10350,2780
10/01/20,22,2379,2104,18276,9401,2194
10/01/20,23,2289,2105,16174,9134,1719
10/01/20,24,2321,2108,13448,9707,1100
09/30/20,1,2456,2130,11437,8889,926
09/30/20,2,2498,2128,9580,9526,719
09/30/20,3,2739,2127,7709,10138,740
09/30/20,4,2799,2129,7236,10038,695
09/30/20,5,2646,2130,7518,9965,706
09/30/20,6,2545,2129,8311,9991,891
09/30/20,7,2507,2128,8817,10705,1253
09/30/20,8,4062,2130,8878,10450,948
09/30/20,9,8161,2130,8383,7878,877
09/30/20,10,10138,2127,8268,6782,900
09/30/20,11,10795,2124,9049,6810,861
09/30/20,12,11156,2121,10503,7166,898
09/30/20,13,11604,2118,12807,7127,996
09/30/20,14,11750,2117,15437,6703,1409
09/30/20,15,11520,2117,17952,6455,1790
09/30/20,16,10946,2118,19158,7370,2199
09/30/20,17,9610,2119,20856,7619,2574
09/30/20,18,6107,2119,22460,9082,3014
09/30/20,19,3246,2120,22848,9830,3250
09/30/20,20,3108,2121,20888,10580,3190
09/30/20,21,3053,2121,20213,8867,2928
09/30/20,22,2992,2120,18630,8471,2299
09/30/20,23,2933,2121,16069,8414,2069
09/30/20,24,2878,2121,13882,8561,1352
09/29/20,1,1798,2140,10916,9753,950
09/29/20,2,1760,2140,9597,9866,766
09/29/20,3,1738,2141,8347,10193,722
09/29/20,4,1717,2140,8079,10083,665
09/29/20,5,1619,2139,8103,10207,683
09/29/20,6,1571,2139,8665,10505,801
09/29/20,7,1581,2137,9484,10767,1251
09/29/20,8,3550,2138,9540,9850,1053
09/29/20,9,8318,2139,9126,7286,396
09/29/20,10,10994,2140,8952,5743,272
09/29/20,11,11524,2138,9365,5476,392
09/29/20,12,11712,2134,10392,5698,463
09/29/20,13,11839,2129,11376,6481,631
09/29/20,14,11967,2126,13271,6599,938
09/29/20,15,11801,2126,15034,7062,1412
09/29/20,16,11428,2127,16943,7443,1730
09/29/20,17,10135,2128,18654,7521,2453
09/29/20,18,5957,2130,20927,9306,2872
09/29/20,19,2115,2130,22157,10063,3108
09/29/20,20,2135,2130,20330,10406,2849
09/29/20,21,2300,2130,19599,8404,3096
09/29/20,22,2381,2130,18399,7734,2486
09/29/20,23,2355,2130,16522,7484,1772
09/29/20,24,2428,2132,13404,8298,1386
09/28/20,1,3061,2151,8796,9307,713
09/28/20,2,3109,2152,8538,9015,341
09/28/20,3,3128,2152,8348,8472,321
09/28/20,4,3278,2153,8014,8486,309
09/28/20,5,3336,2153,8024,8748,375
09/28/20,6,3427,2154,7792,9418,711
09/28/20,7,3464,2155,8036,10129,1167
09/28/20,8,4663,2156,9512,9527,507
09/28/20,9,8892,2156,9415,7026,66
09/28/20,10,11486,2157,8732,5561,211
09/28/20,11,13017,2155,8975,4882,82
09/28/20,12,13301,2151,9471,5527,116
09/28/20,13,12939,2150,10180,6588,409
09/28/20,14,12751,2147,11324,7179,1034
09/28/20,15,12253,2143,13319,7794,1444
09/28/20,16,11341,2142,15307,8083,2153
09/28/20,17,9877,2142,16826,8369,2732
09/28/20,18,5878,2142,19390,9393,3159
09/28/20,19,2132,2140,20797,10238,3202
09/28/20,20,1731,2140,20239,10094,2990
09/28/20,21,1757,2143,18366,9855,2738
09/28/20,22,1730,2141,17189,9554,1999
09/28/20,23,1696,2141,15274,9232,1513
09/28/20,24,1749,2140,12675,9628,1044
09/27/20,1,4197,2172,7736,9421,547
09/27/20,2,3638,2172,7274,9584,345
09/27/20,3,3241,2168,6087,10153,490
09/27/20,4,3017,2166,5626,10426,450
09/27/20,5,3048,2167,5763,10323,288
09/27/20,6,3183,2168,5661,10288,369
09/27/20,7,3302,2168,5376,10551,597
09/27/20,8,4979,2166,5127,9596,215
09/27/20,9,9268,2166,4384,6609,110
09/27/20,10,11991,2166,4109,4276,145
09/27/20,11,13101,2164,4256,3415,-1
09/27/20,12,13850,2163,4534,3279,-41
09/27/20,13,14147,2162,5129,3757,4
09/27/20,14,14077,2161,6595,4350,-16
09/27/20,15,13747,2159,8020,5429,52
09/27/20,16,13214,2159,9126,6249,439
09/27/20,17,11622,2159,10786,7031,1037
09/27/20,18,7440,2159,12802,8942,2216
09/27/20,19,3478,2160,14819,10127,2697
09/27/20,20,2888,2160,15111,10237,2430
09/27/20,21,2780,2160,14037,10118,2198
09/27/20,22,2775,2158,13233,9827,1535
09/27/20,23,2838,2155,11444,9950,1085
09/27/20,24,2814,2152,10011,9660,756
09/26/20,1,5661,2180,5849,9186,1296
09/26/20,2,5335,2182,4956,9595,909
09/26/20,3,5128,2184,4718,9261,802
09/26/20,4,4882,2184,4337,9437,761
09/26/20,5,4450,2184,4411,9668,766
09/26/20,6,4466,2180,4409,9980,725
09/26/20,7,4547,2178,4427,10292,865
09/26/20,8,6389,2177,4596,9048,571
09/26/20,9,10981,2176,3985,6488,56
09/26/20,10,12804,2175,3578,5078,126
09/26/20,11,13293,2174,3580,4544,172
09/26/20,12,13281,2173,3708,4756,187
09/26/20,13,13049,2172,4096,5638,205
09/26/20,14,13105,2174,4770,6099,354
09/26/20,15,13232,2174,5481,6016,988
09/26/20,16,12841,2174,6860,6681,1198
09/26/20,17,11881,2175,8464,7225,1417
09/26/20,18,8423,2175,10371,8915,2061
09/26/20,19,5257,2171,11822,9948,2432
09/26/20,20,4934,2168,11950,10040,2374
09/26/20,21,5017,2168,10757,10151,2023
09/26/20,22,4973,2169,10807,9202,1554
09/26/20,23,4953,2170,9230,9565,1161
09/26/20,24,4717,2171,7832,9597,950
09/25/20,1,5842,2180,5925,9229,1213
09/25/20,2,5831,2183,5115,8979,1109
09/25/20,3,5916,2186,4820,8469,1055
09/25/20,4,5777,2188,4487,8543,1011
09/25/20,5,5471,2190,4590,8818,1061
09/25/20,6,5245,2191,4982,9565,1069
09/25/20,7,5007,2189,5904,10094,1307
09/25/20,8,7003,2186,5915,9227,1048
09/25/20,9,11579,2185,5291,6824,399
09/25/20,10,13887,2182,4949,4761,437
09/25/20,11,14495,2182,4962,4243,440
09/25/20,12,13823,2183,5303,5273,347
09/25/20,13,13429,2183,5908,6021,343
09/25/20,14,13572,2183,6552,5860,671
09/25/20,15,13942,2183,7268,5366,1376
09/25/20,16,14063,2184,8224,5720,1461
09/25/20,17,13168,2185,8992,6559,1785
09/25/20,18,9599,2185,10202,8464,2639
09/25/20,19,5925,2183,11462,9909,2963
09/25/20,20,5635,2178,11124,10168,2934
09/25/20,21,5608,2176,10210,10087,2565
09/25/20,22,5655,2177,9909,9590,1903
09/25/20,23,5827,2178,8148,9610,1607
09/25/20,24,5946,2178,6391,9675,1227
09/24/20,1,4594,2190,6830,9513,1223
09/24/20,2,4646,2192,6454,9242,899
09/24/20,3,4792,2192,6445,8586,722
09/24/20,4,5089,2193,5814,8511,732
09/24/20,5,5239,2191,5728,8604,719
09/24/20,6,5244,2191,5517,9256,1061
09/24/20,7,4928,2187,6175,9816,1565
09/24/20,8,6630,2185,6407,9250,1217
09/24/20,9,10561,2184,5694,7754,586
09/24/20,10,12195,2181,5874,6465,347
09/24/20,11,13099,2182,5838,6117,327
09/24/20,12,13093,2182,6413,6477,346
09/24/20,13,13033,2181,7667,6234,572
09/24/20,14,12977,2180,8825,6116,1076
09/24/20,15,13715,2183,10084,5768,1311
09/24/20,16,14277,2180,10585,6070,1541
09/24/20,17,13493,2177,11117,6934,1934
09/24/20,18,10426,2176,12617,7904,2822
09/24/20,19,6589,2177,14087,9085,3096
09/24/20,20,6101,2178,13605,9237,3080
09/24/20,21,6133,2179,12413,9029,2614
09/24/20,22,6360,2180,11099,8782,1957
09/24/20,23,6122,2179,9096,9147,1486
09/24/20,24,5836,2179,7004,9524,1248
09/23/20,1,5016,2198,6573,9053,1223
09/23/20,2,5159,2199,5910,8503,1158
09/23/20,3,5172,2199,5678,8340,943
09/23/20,4,5137,2198,5663,8232,873
09/23/20,5,4752,2198,5895,8519,876
09/23/20,6,4226,2199,6706,9149,897
09/23/20,7,3749,2198,7320,10121,1259
09/23/20,8,5143,2192,7542,9337,1198
09/23/20,9,9045,2190,7620,6589,725
09/23/20,10,10942,2190,7451,5397,419
09/23/20,11,11803,2190,7048,5086,450
09/23/20,12,12493,2189,7381,4875,434
09/23/20,13,12713,2191,7913,5257,456
09/23/20,14,12567,2192,9535,4770,921
09/23/20,15,12869,2193,9621,5767,1263
09/23/20,16,12835,2193,10818,6110,1666
09/23/20,17,12325,2193,11723,6652,1997
09/23/20,18,9333,2193,13656,7553,2579
09/23/20,19,5673,2188,14709,8765,3324
09/23/20,20,5642,2188,13811,9316,3027
09/23/20,21,5676,2190,12341,9171,2919
09/23/20,22,5452,2189,11431,9327,2066
09/23/20,23,4992,2189,9723,9747,1432
09/23/20,24,4670,2190,8325,9545,1165
09/22/20,1,3555,2243,8943,8362,1124
09/22/20,2,3443,2245,7940,8390,1004
09/22/20,3,3399,2244,7173,8527,924
09/22/20,4,3345,2240,6731,8656,912
09/22/20,5,3244,2240,6775,8814,958
09/22/20,6,3366,2241,6790,9403,1219
09/22/20,7,3478,2239,7192,10073,1560
09/22/20,8,5271,2237,7098,9609,1117
09/22/20,9,9411,2237,6462,7233,864
09/22/20,10,11700,2235,5964,6165,646
09/22/20,11,12365,2230,5794,5766,753
09/22/20,12,12791,2229,6198,6092,490
09/22/20,13,13097,2229,6432,5798,1049
09/22/20,14,13363,2225,7339,5805,1463
09/22/20,15,13712,2206,8660,6096,1279
09/22/20,16,13672,2206,9689,6675,1543
09/22/20,17,12981,2203,10776,6782,2100
09/22/20,18,9836,2198,12742,7994,2576
09/22/20,19,5847,2197,13979,9236,3138
09/22/20,20,5816,2195,13303,9351,3001
09/22/20,21,5862,2195,12334,8907,2663
09/22/20,22,5519,2196,11792,8458,2068
09/22/20,23,5223,2196,9703,9060,1625
09/22/20,24,4864,2197,8109,9225,1295
09/21/20,1,2959,2253,9261,8083,921
09/21/20,2,2854,2248,8628,8054,713
09/21/20,3,2724,2249,8191,7941,674
09/21/20,4,2591,2250,7931,8002,675
09/21/20,5,2513,2248,7830,8407,682
09/21/20,6,2472,2250,7641,8903,1161
09/21/20,7,2437,2250,7957,9692,1537
09/21/20,8,3988,2250,7881,9566,1287
09/21/20,9,7831,2246,6926,7894,976
09/21/20,10,10234,2243,6517,6396,857
09/21/20,11,11376,2244,6619,5972,621
09/21/20,12,11956,2244,7387,5902,392
09/21/20,13,11864,2244,8104,5776,783
09/21/20,14,11750,2245,8834,6167,1178
09/21/20,15,11602,2245,10380,6506,1353
09/21/20,16,11239,2246,11768,7215,1412
09/21/20,17,10366,2246,12703,7680,2023
09/21/20,18,7848,2244,14127,8446,2735
09/21/20,19,4547,2238,15092,9567,3143
09/21/20,20,4074,2237,14883,9464,3097
09/21/20,21,4182,2238,13733,8767,3081
09/21/20,22,3991,2239,12567,8864,2483
09/21/20,23,3883,2240,11820,8269,1621
09/21/20,24,3764,2242,10223,8268,1197
09/20/20,1,3157,2256,8180,9356,1133
09/20/20,2,2985,2258,7602,9279,823
09/20/20,3,2951,2260,6985,9267,689
09/20/20,4,2952,2260,6620,9273,505
09/20/20,5,2784,2260,6780,9033,442
09/20/20,6,2711,2261,6941,9020,381
09/20/20,7,2612,2259,7083,9163,396
09/20/20,8,4156,2257,6447,8323,238
09/20/20,9,8760,2257,5228,5570,40
09/20/20,10,11452,2257,4980,3499,-4
09/20/20,11,12299,2258,5139,3075,39
09/20/20,12,12537,2256,5209,3754,17
09/20/20,13,12562,2251,5573,4517,204
09/20/20,14,12545,2248,6291,4831,611
09/20/20,15,12390,2247,7315,5554,834
09/20/20,16,11828,2250,8846,6645,916
09/20/20,17,10624,2248,10603,7380,1269
09/20/20,18,7598,2243,12891,8224,2314
09/20/20,19,3956,2244,14220,9306,2907
09/20/20,20,3328,2246,14036,9559,2994
09/20/20,21,3345,2246,13363,9212,2561
09/20/20,22,3245,2246,12921,8702,1916
09/20/20,23,3049,2248,11900,8453,1238
09/20/20,24,2990,2252,10077,8333,1101
09/19/20,1,4658,2253,8500,9163,1179
09/19/20,2,4799,2251,7562,8568,1030
09/19/20,3,4746,2248,6697,8388,976
09/19/20,4,4462,2247,6263,8461,900
09/19/20,5,4206,2246,6390,8380,868
09/19/20,6,3917,2247,6698,8516,864
09/19/20,7,3847,2248,6674,8957,909
09/19/20,8,5870,2248,6951,7675,410
09/19/20,9,9962,2248,5874,5919,43
09/19/20,10,12037,2252,5602,4669,14
09/19/20,11,12596,2254,5604,4825,-15
09/19/20,12,12983,2257,5651,5528,4
09/19/20,13,13141,2258,5706,6435,216
09/19/20,14,13134,2259,6109,6788,669
09/19/20,15,13090,2254,7180,7044,885
09/19/20,16,12919,2251,8929,7020,1075
09/19/20,17,11915,2250,10054,7947,1323
09/19/20,18,8441,2250,12833,8402,2288
09/19/20,19,4403,2250,15759,8188,3026
09/19/20,20,4176,2251,16084,7292,2931
09/19/20,21,4518,2253,14387,7501,2614
09/19/20,22,4192,2256,12472,8854,1862
09/19/20,23,4008,2257,10975,9187,1262
09/19/20,24,3510,2256,9363,9453,1137
09/18/20,1,3043,2245,10573,8096,1289
09/18/20,2,2957,2243,9297,8328,1138
09/18/20,3,2568,2241,8507,8620,1125
09/18/20,4,2341,2240,8009,8972,1037
09/18/20,5,2341,2240,8024,9048,1036
09/18/20,6,2677,2242,8423,8908,1311
09/18/20,7,2798,2243,8803,9622,1448
09/18/20,8,4217,2243,8834,9097,1475
09/18/20,9,6355,2244,8644,8301,1384
09/18/20,10,9646,2246,8180,6527,1082
09/18/20,11,10954,2248,7943,6240,1107
09/18/20,12,11084,2247,8522,6820,1081
09/18/20,13,12175,2247,9574,6061,1103
09/18/20,14,12405,2246,10866,6506,1127
09/18/20,15,12229,2245,12112,7103,1411
09/18/20,16,11668,2241,13510,7594,1436
09/18/20,17,10948,2241,14547,7694,1961
09/18/20,18,7807,2242,15725,9026,2502
09/18/20,19,4449,2243,16694,10081,2841
09/18/20,20,3878,2245,16131,10137,3063
09/18/20,21,4147,2247,14830,9813,2836
09/18/20,22,4220,2248,13696,9609,2077
09/18/20,23,4150,2248,11801,9628,1708
09/18/20,24,4296,2251,10281,9513,1253
09/17/20,1,3075,2242,10488,8011,1057
09/17/20,2,2875,2242,9616,7927,903
09/17/20,3,2651,2239,9168,7707,869
09/17/20,4,2378,2239,9038,7695,857
09/17/20,5,2246,2241,9218,7637,859
09/17/20,6,2197,2243,9660,8144,899
09/17/20,7,2273,2245,9938,9026,1101
09/17/20,8,3695,2245,9917,8711,965
09/17/20,9,6583,2244,9020,7208,1149
09/17/20,10,8317,2241,8736,6104,1192
09/17/20,11,9550,2241,8057,6368,1006
09/17/20,12,10765,2241,8169,6198,1046
09/17/20,13,11465,2238,9069,6255,1009
09/17/20,14,11322,2236,10862,6580,1204
09/17/20,15,10582,2235,13251,6770,1831
09/17/20,16,9621,2236,15148,7348,2161
09/17/20,17,8187,2236,16783,7646,2765
