DATE,HOUR,RENEWABLES,NUCLEAR,THERMAL,IMPORTS,HYDRO
04/12/20,18,10575,2264,3595,1538,1506
04/12/20,19,6468,2263,4790,5287,2013
04/12/20,20,4446,2261,5559,7270,2650
04/12/20,21,4340,2261,5867,7497,2593
04/12/20,22,4263,2260,5781,7117,2426
04/12/20,23,4480,2260,5826,5997,2107
04/12/20,24,4560,2261,5821,4913,1831
04/11/20,1,3879,2263,5808,6685,1285
04/11/20,2,4313,2263,4897,6288,1293
04/11/20,3,4679,2263,4247,6186,1096
04/11/20,4,4523,2262,4200,5958,1249
04/11/20,5,4397,2261,4326,6203,1045
04/11/20,6,4355,2261,4494,6338,1080
04/11/20,7,4296,2260,4681,6669,1022
04/11/20,8,6756,2259,4169,4695,868
04/11/20,9,9931,2260,3066,2399,739
04/11/20,10,11096,2261,2988,859,759
04/11/20,11,10739,2261,2855,857,611
04/11/20,12,11279,2262,2920,-169,519
04/11/20,13,11509,2263,2752,-683,612
04/11/20,14,11876,2262,2430,-922,466
04/11/20,15,11031,2262,2501,-453,570
04/11/20,16,11333,2263,2665,-646,680
04/11/20,17,11730,2263,2915,-484,882
04/11/20,18,11373,2263,3323,776,1233
04/11/20,19,8264,2263,3666,4538,1961
04/11/20,20,6168,2264,4107,7448,2389
04/11/20,21,5914,2263,4682,7491,2375
04/11/20,22,5815,2262,4844,6727,2248
04/11/20,23,5700,2262,4619,5967,2173
04/11/20,24,5966,2263,4336,5133,1747
04/10/20,1,2699,2265,7101,6866,1095
04/10/20,2,2761,2264,7187,6115,991
04/10/20,3,2772,2264,7035,5903,843
04/10/20,4,2741,2263,6917,5870,828
04/10/20,5,2733,2262,7203,5793,883
04/10/20,6,2655,2262,7222,6499,1123
04/10/20,7,2608,2262,7204,7436,1447
04/10/20,8,3563,2262,7906,6502,1261
04/10/20,9,5373,2262,7035,5459,1230
04/10/20,10,6976,2263,6380,4633,940
04/10/20,11,7873,2263,5817,3850,968
04/10/20,12,8631,2263,5589,3307,933
04/10/20,13,9403,2263,5162,2559,877
04/10/20,14,9317,2263,4800,2724,967
04/10/20,15,8871,2261,4549,2952,984
04/10/20,16,8115,2259,4678,3548,992
04/10/20,17,7143,2260,5128,4465,1197
04/10/20,18,5613,2260,5859,5714,1664
04/10/20,19,4091,2260,6547,7105,2254
04/10/20,20,3149,2261,7278,8078,2795
04/10/20,21,3195,2261,7481,8251,2686
04/10/20,22,3327,2261,7161,8060,2278
04/10/20,23,3361,2262,7060,7552,1658
04/10/20,24,3823,2263,6604,6977,1108
04/09/20,1,3416,2266,6924,5985,1248
04/09/20,2,2897,2265,7546,5721,914
04/09/20,3,2521,2263,7533,5846,832
04/09/20,4,2207,2263,7650,5954,820
04/09/20,5,2122,2262,7822,6107,892
04/09/20,6,2188,2262,7686,6953,1142
04/09/20,7,2265,2262,7885,7732,1421
04/09/20,8,3210,2263,7746,7331,1592
04/09/20,9,4789,2263,7649,6590,1440
04/09/20,10,5631,2264,7882,5950,1328
04/09/20,11,6576,2265,8220,4728,1236
04/09/20,12,7395,2264,8293,3752,1194
04/09/20,13,8402,2264,7576,3206,1204
04/09/20,14,7648,2265,7855,3669,1045
04/09/20,15,7254,2265,7351,4106,1012
04/09/20,16,6840,2265,7442,4631,1016
04/09/20,17,6257,2265,7360,5295,1099
04/09/20,18,5487,2265,7051,6495,1718
04/09/20,19,3429,2265,7837,7706,2513
04/09/20,20,2717,2265,8145,8402,3068
04/09/20,21,2627,2265,8022,8671,2933
04/09/20,22,2731,2266,7570,8660,2386
04/09/20,23,2909,2265,7050,7855,2152
04/09/20,24,3015,2265,6512,7396,1571
04/08/20,1,2769,2267,7228,6559,1178
04/08/20,2,2933,2267,7363,5953,911
04/08/20,3,2878,2266,7265,5875,733
04/08/20,4,2868,2265,7134,5852,698
04/08/20,5,2696,2265,7260,6115,878
04/08/20,6,2480,2264,7978,6635,949
04/08/20,7,2520,2263,8403,7168,1389
04/08/20,8,3236,2264,8434,7157,1543
04/08/20,9,4292,2265,8111,6729,1313
04/08/20,10,5426,2265,7816,5894,902
04/08/20,11,6473,2266,7589,4466,917
04/08/20,12,7545,2265,7292,3375,837
04/08/20,13,7631,2264,7000,3298,913
04/08/20,14,7453,2263,6878,2810,960
04/08/20,15,7127,2263,6968,2890,902
04/08/20,16,6754,2264,6689,3353,986
04/08/20,17,6006,2265,6963,4105,1283
04/08/20,18,4631,2265,7135,6190,1652
04/08/20,19,3253,2266,8091,7311,2234
04/08/20,20,3060,2266,8487,8010,2749
04/08/20,21,3393,2266,8774,7862,2480
04/08/20,22,3293,2266,8148,7881,2188
04/08/20,23,3234,2267,7809,7292,1885
04/08/20,24,3280,2267,7391,6422,1601
04/07/20,1,2275,2267,8236,6567,1058
04/07/20,2,2254,2267,7803,6370,905
04/07/20,3,2277,2267,7646,6052,868
04/07/20,4,2189,2264,7677,6155,794
04/07/20,5,2111,2264,7583,6661,915
04/07/20,6,2033,2264,8701,6532,1103
04/07/20,7,1963,2265,8791,7748,1351
04/07/20,8,3778,2266,8378,7180,1114
04/07/20,9,6832,2268,7529,5073,843
04/07/20,10,8550,2269,6892,3152,649
04/07/20,11,9295,2268,6971,1398,647
04/07/20,12,9608,2266,6969,1091,445
04/07/20,13,10070,2265,6721,769,425
04/07/20,14,8713,2264,6783,1959,562
04/07/20,15,7512,2263,7523,2491,516
04/07/20,16,7994,2263,7191,2846,622
04/07/20,17,6456,2264,8025,4167,775
04/07/20,18,5122,2264,8292,5659,1178
04/07/20,19,3359,2264,8823,7196,2033
04/07/20,20,3145,2266,9062,7791,2472
04/07/20,21,3321,2267,8836,8053,2303
04/07/20,22,2775,2267,8557,8309,2038
04/07/20,23,2856,2268,8490,7436,1410
04/07/20,24,3018,2268,7629,6778,1294
04/06/20,1,3017,2268,7266,4869,1493
04/06/20,2,3218,2268,7227,4344,1190
04/06/20,3,3343,2268,7480,4184,982
04/06/20,4,2942,2268,7844,4350,916
04/06/20,5,2700,2268,8110,4501,1087
04/06/20,6,2658,2268,8330,5197,1274
04/06/20,7,2478,2268,9048,6058,1457
04/06/20,8,3642,2269,9197,5172,1733
04/06/20,9,5871,2269,8430,4629,1483
04/06/20,10,6668,2270,8200,4302,1269
04/06/20,11,7911,2269,7636,3274,1169
04/06/20,12,8556,2269,7059,3237,1175
04/06/20,13,9374,2268,6823,2989,945
04/06/20,14,9178,2266,6732,3011,972
04/06/20,15,9624,2264,6369,2568,930
04/06/20,16,9380,2264,6920,2179,981
04/06/20,17,8833,2266,7726,2117,1212
04/06/20,18,7128,2267,8051,3839,1559
04/06/20,19,4171,2265,9189,6303,2109
04/06/20,20,2711,2265,10072,7276,2844
04/06/20,21,2601,2266,9847,7857,2513
04/06/20,22,2591,2266,9321,7573,2326
04/06/20,23,2460,2267,9470,6711,1724
04/06/20,24,2234,2267,9070,6107,1444
04/05/20,1,2889,2270,6889,5866,1241
04/05/20,2,2951,2269,7225,5225,844
04/05/20,3,3106,2269,7137,4853,709
04/05/20,4,3183,2271,7045,4578,702
04/05/20,5,3258,2271,6842,4646,708
04/05/20,6,3087,2272,6936,4729,943
04/05/20,7,3298,2272,6688,5009,1085
04/05/20,8,4812,2273,6495,4175,803
04/05/20,9,7346,2272,5402,3259,737
04/05/20,10,8277,2271,5219,2903,751
04/05/20,11,8606,2270,5127,3250,673
04/05/20,12,8786,2270,5091,3162,622
04/05/20,13,8868,2269,5325,2913,609
04/05/20,14,9539,2268,5318,2301,454
04/05/20,15,8962,2268,5402,2836,510
04/05/20,16,8854,2268,5512,3065,592
04/05/20,17,8188,2267,5597,3430,1084
04/05/20,18,6028,2268,7236,4300,1453
04/05/20,19,4032,2269,7958,5753,2297
04/05/20,20,3625,2269,8499,6332,2709
04/05/20,21,3581,2269,8464,6407,2684
04/05/20,22,3293,2269,7996,6540,2406
04/05/20,23,3121,2269,7634,6007,2209
04/05/20,24,3173,2269,7426,5227,1793
04/04/20,1,5096,2273,5051,5762,1365
04/04/20,2,5109,2273,4661,5556,1143
04/04/20,3,5126,2272,5072,5140,851
04/04/20,4,5139,2272,5191,4772,823
04/04/20,5,4993,2273,5112,4369,1213
04/04/20,6,4721,2275,5395,4651,1356
04/04/20,7,4612,2275,5785,4841,1460
04/04/20,8,7358,2276,5342,2903,1191
04/04/20,9,11927,2275,4411,17,889
04/04/20,10,13219,2276,4425,-884,681
04/04/20,11,13411,2274,4356,-1116,567
04/04/20,12,12901,2273,4335,-1011,477
04/04/20,13,12346,2272,4167,-577,392
04/04/20,14,12159,2271,4069,-547,378
04/04/20,15,12430,2270,3762,-652,418
04/04/20,16,12792,2271,3801,-865,494
04/04/20,17,12787,2271,4128,-512,719
04/04/20,18,10773,2273,4487,1837,1251
04/04/20,19,6518,2273,5944,5132,2064
04/04/20,20,3830,2273,7211,7045,3063
04/04/20,21,3327,2272,7903,6998,2911
04/04/20,22,3037,2271,7734,6959,2536
04/04/20,23,3084,2271,6895,6957,2141
04/04/20,24,2980,2271,6697,6318,1870
04/03/20,1,4669,2272,4443,6747,1473
04/03/20,2,4805,2273,4163,6108,1423
04/03/20,3,4747,2273,4069,5954,1362
04/03/20,4,5029,2272,4061,5609,1339
04/03/20,5,5128,2271,4057,5716,1463
04/03/20,6,4715,2272,4428,6559,1724
04/03/20,7,4632,2272,5145,7034,2005
04/03/20,8,7112,2272,5108,5692,1468
04/03/20,9,11554,2272,4041,2813,860
04/03/20,10,12702,2272,3904,991,674
04/03/20,11,12650,2272,3749,173,552
04/03/20,12,12348,2271,3442,-51,545
04/03/20,13,12076,2272,3336,-4,422
04/03/20,14,11830,2272,3376,-99,445
04/03/20,15,12122,2271,3252,-265,376
04/03/20,16,12051,2272,3357,12,486
04/03/20,17,11950,2272,3485,667,659
04/03/20,18,11311,2273,3709,2379,919
04/03/20,19,7227,2273,5026,5712,1850
04/03/20,20,5140,2273,6133,7522,2778
04/03/20,21,5090,2272,6522,7421,2745
04/03/20,22,5266,2273,6217,6738,2670
04/03/20,23,5158,2273,5347,6775,2306
04/03/20,24,4977,2273,4971,6601,1810
04/02/20,1,3699,2272,6035,7043,964
04/02/20,2,4025,2271,5892,6487,736
04/02/20,3,4559,2272,5239,6169,730
04/02/20,4,4816,2272,5232,5778,765
04/02/20,5,4878,2273,5183,5977,908
04/02/20,6,4915,2273,5473,6504,1105
04/02/20,7,5127,2273,5539,6919,1624
04/02/20,8,8197,2273,5072,5219,1328
04/02/20,9,12485,2273,4166,2363,817
04/02/20,10,13249,2273,3773,1002,710
04/02/20,11,12456,2273,3449,1137,605
04/02/20,12,12348,2273,3534,514,573
04/02/20,13,12523,2272,3348,299,353
04/02/20,14,12371,2268,3266,75,383
04/02/20,15,12607,2266,3300,-501,423
04/02/20,16,12524,2266,3351,-271,548
04/02/20,17,12281,2268,3637,264,868
04/02/20,18,11301,2269,4422,2142,939
04/02/20,19,7488,2270,5782,5175,1887
04/02/20,20,5369,2272,7018,7045,2365
04/02/20,21,5280,2272,6914,7503,2325
04/02/20,22,5381,2272,6360,7264,2091
04/02/20,23,5216,2272,5409,7449,1745
04/02/20,24,4712,2273,4751,7438,1533
04/01/20,1,4730,2267,5394,6938,672
04/01/20,2,4689,2269,5070,6577,610
04/01/20,3,4595,2272,5090,6201,642
04/01/20,4,4632,2271,4991,6123,625
04/01/20,5,4601,2269,4945,6560,620
04/01/20,6,4401,2270,5310,7313,743
04/01/20,7,4388,2270,5668,7777,1110
04/01/20,8,6454,2268,5574,6297,1182
04/01/20,9,11138,2268,4259,2729,1132
04/01/20,10,12825,2269,3928,1060,733
04/01/20,11,12304,2270,3724,709,643
04/01/20,12,11558,2269,3611,907,620
04/01/20,13,11563,2266,3577,686,446
04/01/20,14,11430,2266,3504,446,457
04/01/20,15,11335,2267,3598,343,548
04/01/20,16,11356,2268,3674,444,719
04/01/20,17,11217,2269,3805,1005,1080
04/01/20,18,10292,2271,4299,2526,1429
04/01/20,19,6293,2272,6803,5231,2113
04/01/20,20,4219,2272,7462,7571,2899
04/01/20,21,4040,2272,7747,7936,2671
04/01/20,22,3795,2272,7134,8117,2374
04/01/20,23,3500,2273,6653,8043,1829
04/01/20,24,3551,2275,6054,7421,1547
03/31/20,1,3683,2267,5610,7400,877
03/31/20,2,3888,2268,5102,7049,789
03/31/20,3,3811,2269,5233,6606,808
03/31/20,4,3695,2267,5667,6055,879
03/31/20,5,3707,2265,5407,6491,1059
03/31/20,6,3832,2266,5282,7231,1290
03/31/20,7,4066,2267,5854,7669,1627
03/31/20,8,5459,2268,5689,7294,1385
03/31/20,9,8711,2268,4983,5344,792
03/31/20,10,10510,2265,4404,4159,397
03/31/20,11,11187,2263,3667,3429,449
03/31/20,12,11836,2263,3409,2445,343
03/31/20,13,12185,2265,3305,1886,240
03/31/20,14,12321,2267,3232,1542,279
03/31/20,15,12355,2268,3166,1530,264
03/31/20,16,12148,2270,3272,1953,337
03/31/20,17,10506,2269,3810,3483,534
03/31/20,18,9000,2267,4153,5256,1021
03/31/20,19,6150,2271,5108,7266,2174
03/31/20,20,4743,2272,6090,8554,2721
03/31/20,21,4763,2271,6210,8486,2713
03/31/20,22,4714,2270,6105,8175,2157
03/31/20,23,4638,2269,5768,7770,1578
03/31/20,24,4620,2267,5256,7552,1110
03/30/20,1,4705,2261,5269,6358,702
03/30/20,2,4875,2261,5328,5866,471
03/30/20,3,4736,2258,5130,5886,475
03/30/20,4,3975,2257,5575,6195,505
03/30/20,5,3405,2258,5810,7036,560
03/30/20,6,3249,2260,6191,7609,847
03/30/20,7,3193,2261,6447,7970,1544
03/30/20,8,5436,2258,5789,7404,1288
03/30/20,9,10206,2256,4263,4488,829
03/30/20,10,11962,2257,3539,2681,697
03/30/20,11,12200,2258,3050,1906,768
03/30/20,12,11921,2260,2857,1857,612
03/30/20,13,11400,2262,2794,2208,512
03/30/20,14,11312,2263,2754,2332,501
03/30/20,15,11832,2259,3103,1752,305
03/30/20,16,11476,2260,3712,1603,353
03/30/20,17,10852,2265,4427,1701,717
03/30/20,18,10580,2266,4367,2952,1118
03/30/20,19,6161,2266,6080,6306,2081
03/30/20,20,4237,2266,6935,8338,2686
03/30/20,21,4213,2262,6912,8720,2397
03/30/20,22,3810,2262,6947,8074,2446
03/30/20,23,3563,2263,7062,7431,1779
03/30/20,24,3420,2264,6956,6740,1347
03/29/20,1,3798,2261,6390,6146,881
03/29/20,2,3805,2261,6000,6187,672
03/29/20,3,3706,2261,5638,6107,635
03/29/20,4,3634,2260,5229,6445,633
03/29/20,5,3606,2260,4985,6706,708
03/29/20,6,3560,2260,4712,6783,990
03/29/20,7,3528,2259,4721,6990,1323
03/29/20,8,5542,2258,4480,5478,1037
03/29/20,9,9138,2257,3172,3257,847
03/29/20,10,10605,2259,2591,1915,745
03/29/20,11,10633,2261,2371,1466,755
03/29/20,12,10030,2260,2285,1861,816
03/29/20,13,9859,2259,2316,2029,775
03/29/20,14,10669,2259,2367,1420,547
03/29/20,15,10944,2257,2738,1090,269
03/29/20,16,10384,2256,3175,1257,369
03/29/20,17,9960,2256,3703,1862,405
03/29/20,18,9559,2258,3821,3303,627
03/29/20,19,5835,2257,4570,6949,1703
03/29/20,20,4199,2252,5712,8823,2344
03/29/20,21,4302,2253,5936,8727,2210
03/29/20,22,4614,2254,5594,8135,1959
03/29/20,23,4697,2258,5426,7300,1644
03/29/20,24,4430,2260,4968,6908,1440
03/28/20,1,4514,2261,5658,7465,572
03/28/20,2,4284,2257,5641,7067,436
03/28/20,3,3924,2257,5510,7144,410
03/28/20,4,3636,2258,5454,7273,407
03/28/20,5,3373,2258,5499,7536,515
03/28/20,6,3265,2257,5235,7506,1054
03/28/20,7,2941,2254,5952,8048,957
03/28/20,8,4845,2255,5127,7122,938
03/28/20,9,8738,2259,3944,4374,800
03/28/20,10,10723,2260,3542,2765,532
03/28/20,11,11368,2262,3505,1923,409
03/28/20,12,10321,2263,3719,2079,507
03/28/20,13,9903,2263,3848,2212,414
03/28/20,14,9774,2262,3757,2433,324
03/28/20,15,10186,2260,3976,1908,319
03/28/20,16,10119,2259,4323,1654,530
03/28/20,17,8928,2256,4963,2177,924
03/28/20,18,6958,2256,6408,3780,1191
03/28/20,19,4205,2257,8394,5469,1949
03/28/20,20,3624,2257,8991,6189,2687
03/28/20,21,3791,2256,8761,6396,2358
03/28/20,22,3501,2257,8518,6215,2207
03/28/20,23,3507,2260,7981,6019,1822
03/28/20,24,3574,2261,7553,5453,1466
03/27/20,1,5414,2256,5945,6741,514
03/27/20,2,5380,2253,5682,6380,460
03/27/20,3,5128,2250,5136,6779,416
03/27/20,4,5046,2252,5060,6853,480
03/27/20,5,5517,2252,5030,6659,584
03/27/20,6,5501,2253,4779,7283,1207
03/27/20,7,5694,2248,5563,7332,1861
03/27/20,8,7514,2248,5559,6317,1678
03/27/20,9,12088,2253,4123,2916,1178
03/27/20,10,13215,2256,3681,1881,485
03/27/20,11,13205,2257,3437,1371,410
03/27/20,12,13092,2258,3321,871,359
03/27/20,13,13211,2259,3237,203,382
03/27/20,14,13274,2258,3071,-234,392
03/27/20,15,12872,2256,3102,-139,373
03/27/20,16,13084,2256,2910,-42,415
03/27/20,17,12535,2253,3690,528,561
03/27/20,18,11370,2251,4022,2583,761
03/27/20,19,6975,2252,5142,6353,2002
03/27/20,20,5139,2255,6103,8405,2611
03/27/20,21,5049,2259,6410,8213,2617
03/27/20,22,4848,2260,6300,7963,2339
03/27/20,23,4772,2261,6159,7980,1315
03/27/20,24,4580,2261,5868,7475,1044
03/26/20,1,4266,2245,6872,6524,598
03/26/20,2,4275,2245,6459,6254,531
03/26/20,3,4313,2244,6119,6148,552
03/26/20,4,4527,2245,6022,5931,501
03/26/20,5,4724,2245,6264,5871,681
03/26/20,6,4525,2247,6666,6539,935
03/26/20,7,4175,2246,6947,7498,1506
03/26/20,8,5962,2246,6838,6574,1483
03/26/20,9,10706,2246,5090,3249,1194
03/26/20,10,12346,2250,3780,2424,884
03/26/20,11,12078,2250,3747,1946,544
03/26/20,12,11671,2248,3695,1711,504
03/26/20,13,11487,2246,3444,1772,510
03/26/20,14,11183,2244,3490,1935,397
03/26/20,15,10873,2247,3493,2118,405
03/26/20,16,10775,2250,3497,2166,523
03/26/20,17,9992,2246,4107,3063,703
03/26/20,18,8589,2243,4830,4952,998
03/26/20,19,5725,2243,6051,7364,2077
03/26/20,20,4364,2247,7079,8730,2711
03/26/20,21,4812,2251,7093,8335,2704
03/26/20,22,4925,2254,7041,7897,2242
03/26/20,23,4983,2254,6761,7472,1507
03/26/20,24,5369,2255,6341,6504,1091
03/25/20,1,3351,2239,8082,6252,453
03/25/20,2,3897,2239,7223,5811,360
03/25/20,3,3788,2240,6887,5822,348
03/25/20,4,3633,2240,6956,5780,347
03/25/20,5,3540,2241,7020,6150,379
03/25/20,6,3607,2240,7060,6850,718
03/25/20,7,3538,2238,7356,7783,1225
03/25/20,8,4730,2238,6662,7421,1650
03/25/20,9,8062,2240,5906,5121,1178
03/25/20,10,10848,2240,5398,2735,915
03/25/20,11,11151,2240,4892,2750,476
03/25/20,12,11369,2240,4745,1916,357
03/25/20,13,11556,2241,4717,1430,373
03/25/20,14,11740,2241,4649,1323,322
03/25/20,15,11156,2239,4806,1436,311
03/25/20,16,9527,2239,5375,2670,320
03/25/20,17,8740,2239,6314,2971,600
03/25/20,18,6994,2239,7526,4384,1077
03/25/20,19,4909,2240,7948,6807,1590
03/25/20,20,4215,2242,8551,7981,2153
03/25/20,21,4271,2243,8432,7893,2160
03/25/20,22,3645,2244,8481,8046,1640
03/25/20,23,4218,2247,7700,7174,1248
03/25/20,24,4237,2247,7739,6705,548
03/24/20,1,3360,2239,7773,6296,588
03/24/20,2,3394,2238,7442,6000,465
03/24/20,3,3608,2238,7039,5748,460
03/24/20,4,3493,2238,7323,5604,467
03/24/20,5,3529,2238,7602,5758,469
03/24/20,6,3456,2239,8022,6100,849
03/24/20,7,3320,2239,8518,7295,944
03/24/20,8,4890,2239,8754,6240,990
03/24/20,9,9131,2240,7826,3186,780
03/24/20,10,10842,2241,7043,1842,643
03/24/20,11,10619,2241,6328,2376,448
03/24/20,12,10685,2240,5996,2557,429
03/24/20,13,11143,2241,6068,2351,298
03/24/20,14,11767,2240,5968,1306,303
03/24/20,15,11745,2239,6019,841,362
03/24/20,16,11133,2239,6390,845,343
03/24/20,17,10104,2238,7043,1512,460
03/24/20,18,8203,2240,7773,3020,1069
03/24/20,19,5301,2239,8902,5553,1632
03/24/20,20,3802,2240,9012,7652,2370
03/24/20,21,3519,2241,9508,7792,1895
03/24/20,22,3386,2242,9383,7411,1543
03/24/20,23,3444,2245,8610,7111,1217
03/24/20,24,3298,2243,8846,6294,758
03/23/20,1,2701,2240,7822,6486,557
03/23/20,2,2679,2240,7531,6153,501
03/23/20,3,2875,2239,7367,5888,495
03/23/20,4,3094,2239,7362,5641,483
03/23/20,5,3149,2240,7337,5882,523
03/23/20,6,3306,2241,7118,6309,1122
03/23/20,7,3273,2240,7609,7352,1196
03/23/20,8,4502,2240,7599,6803,1358
03/23/20,9,8491,2241,6519,4887,620
03/23/20,10,11809,2242,5433,2122,472
03/23/20,11,13274,2242,4451,1302,340
03/23/20,12,12898,2240,4047,1904,313
03/23/20,13,12325,2240,3694,2428,362
03/23/20,14,11380,2239,3771,2472,437
03/23/20,15,11995,2237,3907,1569,434
03/23/20,16,11679,2234,4253,1742,506
03/23/20,17,10927,2234,5135,2100,614
03/23/20,18,10101,2235,5710,3103,1152
03/23/20,19,6028,2237,6918,6711,1781
03/23/20,20,4336,2237,8059,8577,1952
03/23/20,21,3976,2237,7960,8739,1950
03/23/20,22,3500,2237,8200,8312,1556
03/23/20,23,3300,2237,8172,7628,1083
03/23/20,24,3320,2239,8328,6567,715
03/22/20,1,2162,2243,8325,6967,563
03/22/20,2,2131,2243,8281,6407,445
03/22/20,3,2107,2242,7883,6411,397
03/22/20,4,2131,2241,7788,6287,351
03/22/20,5,2092,2241,7702,6402,407
03/22/20,6,2084,2241,7768,6516,644
03/22/20,7,2159,2241,7799,7045,645
03/22/20,8,3324,2242,7238,6408,606
03/22/20,9,7141,2243,5314,4471,397
03/22/20,10,10131,2243,3838,2274,220
03/22/20,11,10381,2242,3414,1508,278
03/22/20,12,10237,2244,3362,1162,256
03/22/20,13,10325,2242,3486,816,320
03/22/20,14,10078,2241,3468,1047,406
03/22/20,15,9181,2240,3685,2220,479
03/22/20,16,8499,2239,4398,3121,430
03/22/20,17,7348,2239,5541,3881,713
03/22/20,18,5093,2239,6820,6005,1270
03/22/20,19,3337,2239,8122,7416,1584
03/22/20,20,3311,2240,9006,7444,1987
03/22/20,21,3124,2240,8722,7920,1890
03/22/20,22,3111,2241,8515,7679,1441
03/22/20,23,3047,2241,8466,7304,1088
03/22/20,24,2913,2241,8049,7019,626
03/21/20,1,1838,2243,9989,6218,573
03/21/20,2,1835,2240,9477,6148,431
03/21/20,3,1923,2239,9108,5989,376
03/21/20,4,1932,2241,8770,5989,400
03/21/20,5,1995,2242,8630,6150,419
03/21/20,6,1938,2244,8352,6748,690
03/21/20,7,1909,2245,8543,7433,796
03/21/20,8,3153,2246,8055,6937,773
03/21/20,9,6476,2246,6824,4992,559
03/21/20,10,9574,2246,5134,3073,366
03/21/20,11,10363,2245,4563,2272,270
03/21/20,12,10146,2244,4365,2286,252
03/21/20,13,9917,2242,4379,2032,351
03/21/20,14,9643,2241,4400,1858,366
03/21/20,15,8979,2240,4354,2256,485
03/21/20,16,7702,2239,4600,3737,461
03/21/20,17,6691,2238,5812,4316,561
03/21/20,18,5208,2239,6560,6038,1022
03/21/20,19,2744,2240,8025,7854,1656
03/21/20,20,2165,2242,9360,8202,2161
03/21/20,21,2212,2243,9207,8393,2088
03/21/20,22,2289,2244,9132,8093,1632
03/21/20,23,2225,2243,8437,7945,1364
03/21/20,24,2238,2243,7934,7295,1206
03/20/20,1,2220,2240,10412,6265,522
03/20/20,2,2102,2244,9507,6296,385
03/20/20,3,2058,2247,9192,6130,374
03/20/20,4,2005,2246,9208,6055,366
03/20/20,5,1987,2246,9377,6284,403
03/20/20,6,1906,2247,9422,6824,985
03/20/20,7,1834,2247,10167,7113,1486
03/20/20,8,2927,2247,10334,6979,1143
03/20/20,9,6764,2247,9532,4390,585
03/20/20,10,9267,2247,8134,2217,400
03/20/20,11,10119,2245,7101,1616,323
03/20/20,12,9868,2243,7004,1311,325
03/20/20,13,9965,2242,7210,1066,242
03/20/20,14,9562,2242,7427,1397,224
03/20/20,15,8328,2240,7449,2497,233
03/20/20,16,6460,2239,7698,3881,275
03/20/20,17,4951,2241,8621,4713,512
03/20/20,18,3823,2242,9832,5804,717
03/20/20,19,2171,2240,10616,7344,1437
03/20/20,20,1778,2241,11000,8145,2210
03/20/20,21,1776,2242,11109,8201,1798
03/20/20,22,1813,2244,11010,7734,1501
03/20/20,23,1798,2245,10477,7387,1199
03/20/20,24,1801,2246,10545,6627,729
03/19/20,1,3993,2245,9691,5144,598
03/19/20,2,3789,2246,9429,5004,484
03/19/20,3,3452,2245,9332,5037,484
03/19/20,4,3271,2246,9443,5065,469
03/19/20,5,2938,2247,9601,5031,789
03/19/20,6,2679,2247,9947,5700,1142
03/19/20,7,2544,2247,10895,6130,1753
03/19/20,8,3342,2248,11580,5783,1737
03/19/20,9,6002,2248,10951,4453,1299
03/19/20,10,8233,2247,9306,3703,743
03/19/20,11,8930,2246,8229,3603,400
03/19/20,12,9099,2245,8058,2938,409
03/19/20,13,9861,2245,8017,2056,343
03/19/20,14,9535,2246,7945,2259,379
03/19/20,15,9278,2247,7847,2252,323
03/19/20,16,9672,2241,7640,2084,328
03/19/20,17,9087,2238,8203,2127,497
03/19/20,18,6655,2240,10162,3794,682
03/19/20,19,3635,2242,11660,5823,1375
03/19/20,20,2608,2239,12357,7106,1992
03/19/20,21,2356,2240,12674,7099,1789
03/19/20,22,2337,2243,12330,6819,1571
03/19/20,23,2309,2245,11557,6628,1265
03/19/20,24,2230,2244,11619,6073,634
03/18/20,1,3220,2244,10147,5560,532
03/18/20,2,3175,2244,10309,5260,353
03/18/20,3,3102,2242,10074,5022,329
03/18/20,4,2959,2244,10207,4828,420
03/18/20,5,2593,2245,10093,5045,799
03/18/20,6,2608,2247,10549,5474,1058
03/18/20,7,2405,2247,11837,6134,1257
03/18/20,8,3233,2247,12459,5656,1455
03/18/20,9,7001,2247,11566,3452,1227
03/18/20,10,8773,2247,10428,3353,917
03/18/20,11,9330,2244,9875,3271,671
03/18/20,12,9251,2242,9623,3368,651
03/18/20,13,9090,2240,9278,2813,788
03/18/20,14,9338,2240,8888,2637,649
03/18/20,15,10103,2240,8471,1660,568
03/18/20,16,10175,2239,8313,1307,671
03/18/20,17,10170,2242,8692,498,661
03/18/20,18,8280,2244,9665,2082,827
03/18/20,19,5394,2244,10735,4576,1708
03/18/20,20,4509,2246,11549,5819,2360
03/18/20,21,4663,2247,11674,5671,1896
03/18/20,22,4697,2247,11809,4842,1536
03/18/20,23,4441,2246,11000,5195,1075
03/18/20,24,4090,2246,10578,4996,739
03/17/20,1,2824,2244,10396,5161,867
03/17/20,2,2766,2245,9993,4739,846
03/17/20,3,2618,2246,10079,4324,819
03/17/20,4,2657,2246,10161,4052,846
03/17/20,5,2484,2247,10760,3998,1047
03/17/20,6,2444,2247,11539,4370,1221
03/17/20,7,2378,2247,13078,4621,1468
03/17/20,8,3443,2247,13016,4498,1639
03/17/20,9,6947,2247,10991,3369,1142
03/17/20,10,8992,2246,9305,2333,878
03/17/20,11,10136,2247,8957,1395,469
03/17/20,12,10401,2246,8440,1070,282
03/17/20,13,10243,2242,8412,877,243
03/17/20,14,10360,2241,8203,664,293
03/17/20,15,10063,2240,8230,1106,272
03/17/20,16,9527,2240,8349,1668,271
